t,dt
0.0,0.00028478178352040487
0.00028478178352040487,0.00028478178352040487
0.0005695635670408097,0.00022866456195965433
0.0007982281290004641,0.00022866456195965422
0.0010268926909601183,0.0002228151267075762
0.0012497078176676945,0.00022281815220879164
0.0014725259698764861,0.00023202386398606307
0.0017045498338625492,0.0002472102271397819
0.001951760061002331,0.00026801389459323944
0.0022197739555955705,0.0002949133786981531
0.0025146873342937236,0.00032908946917787523
0.002843776803471599,0.0003725406626921492
0.003216317466163748,0.00042845160338567416
0.003644769069549422,0.0005019215358620086
0.004146690605411431,0.0006013705479099487
0.0047480611533213795,0.0007413424497266499
0.005489403603048029,0.0009481744374934455
0.006437578040541475,0.0012688041420944448
0.00770638218263592,0.0017375704291078386
0.009443952611743758,0.001648249315644194
0.011092201927387952,0.001648249315644194
0.012740451243032146,0.001538077160097212
0.014278528403129358,0.0013983484318100224
0.01567687683493938,0.0013901331813516958
0.017067010016291077,0.001525094507199419
0.018592104523490496,0.0016574805761488606
0.020249585099639356,0.001446656138837505
0.02169624123847686,0.001446656138837505
0.023142897377314366,0.0015528552858699862
0.024695752663184353,0.0016164947547002047
0.026312247417884557,0.0015522062531279496
0.027864453671012507,0.0014380017366301748
0.02930245540764268,0.001409030078182702
0.030711485485825384,0.0014997188399149472
0.03221120432574033,0.0016126808401353832
0.033823885165875714,0.0016071360354155406
0.035431021201291255,0.001483874214205455
0.03691489541549671,0.001394007908746199
0.03830890332424291,0.0014393693662820145
0.03974827269052492,0.00157507450629122
0.04132334719681614,0.0016443979336857734
0.042967745130501916,0.0015510332103259028
0.04451877834082782,0.0014112969313257798
0.0459300752721536,0.0013885918256565238
0.04731866709781012,0.0015100132098128105
0.04882868030762293,0.0016459194473477518
0.050474599754970685,0.0016232614788059402
0.052097861233776625,0.0014641801464894619
0.05356204138026609,0.0013643401592958043
0.05492638153956189,0.0014336473421197593
0.05636002888168165,0.00160342094493994
0.05796344982662159,0.001676147873372634
0.059639597699994225,0.001379571210645504
0.06101916891063973,0.001379571210645504
0.06239874012128523,0.001565662206009004
0.06396440232729424,0.001707502517766954
0.06567190484506119,0.0013987868547591514
0.06707069169982034,0.0013987868547591514
0.0684694785545795,0.0015705299168457254
0.07004000847142522,0.0016890651137486667
0.07172907358517389,0.0014014228893414749
0.07313049647451536,0.0014014228893414749
0.07453191936385684,0.0015664550851779285
0.07609837444903476,0.0016824916193965006
0.07778086606843126,0.0014071510851661334
0.0791880171535974,0.0014071510851661334
0.08059516823876353,0.0015645489792587425
0.08215971721802227,0.0016742051309097394
0.08383392234893201,0.0014117649756046347
0.08524568732453665,0.0014117649756046347
0.08665745230014128,0.0015623779981505798
0.08821983029829186,0.0016670321771899976
0.08988686247548186,0.001416230251742756
0.09130309272722462,0.001416230251742756
0.09271932297896737,0.0015604414800700905
0.09427976445903746,0.0016602673374173788
0.09594003179645484,0.0014203844878480781
0.09736041628430292,0.0014203844878480781
0.098780800772151,0.0015586120327714253
0.10033941280492242,0.0016539842097047786
