t,y0,y1,y2
0.0,1,1,1
0.01,1.0125657329784203408706844129483216,1.2599200262523198023956183533300646,0.98489104491646528583004283063928597
0.02,1.0488214558212181071183977110194974,1.5240008488726706215032891122973524,0.97311433899327737240270153051824309
0.030000000000000002,1.1072062802854376606376263225683942,1.7983146118495085818977941016783006,0.96515909152834855611047260026680306
0.04,1.1868654634933240021865685775992461,2.088545572079530732167995665804483,0.96173736503041928891377665422623977
0.05,1.2875547703617520323149392424966209,2.4001604471602928647655517124803737,0.96380618686779662152019909626687877
0.060000000000000005,1.4095688168159157260816982670803554,2.7385521055003034796015981555683538,0.97260826350720774868818807590287179
0.07,1.5536888013180560896842052898136899,3.1091610075057127815512103552464396,0.98973117914531294481150780484313145
0.08,1.7211458086850535131873130012536421,3.5175771475099986140833152603590861,1.0171865424301211877633477342897095
0.09000000000000001,1.9135964123433917283279015464358963,3.9696235166039985919894661492435262,1.0575118411802113538300318396068178
0.1,2.1331076186444977160761027334956452,4.4714201771853172573401025147177279,1.1138988857786369379709867644123733
0.11,2.3821482844849541926635083655128255,5.0294257498923995441941769968252629,1.1903537013817784284697154362220317
0.12000000000000001,2.6635839755420325225543365377234295,5.6504502652346397795213306380901486,1.2918935226651739878178659637342207
0.13,2.9806717765924193308535450341878459,6.3416296880412073022625918383710086,1.4247870098096995228331707039615139
0.14,3.3370507566154703482652621460147202,7.1103477074971310756268394470680505,1.5968436613249172850714785454329103
0.15,3.7367225470965070854845180292613804,7.9640843041414077774220459104981273,1.8177571700882393379572476987959817
0.16,4.1840147102257985167739207099657506,8.9101628930519840565693812095560133,2.0995043881601502810951842548092827
0.17,4.6835171426305040043303051788825542,9.9553583730240191584925923962146044,2.4567954638646600784568363451398909
0.18000000000000002,5.239978581178545091745490935863927,11.105317405506132999448709597345442,2.9075598833416576027843802876304835
0.19,5.8581463129489135255312248773407191,12.363730644436756733739457558840513,3.4734352266062673564306351181585342
0.2,6.5425275558922075802570361702237278,13.731186714070068077830910624470562,4.1801974119704476962056105548981577
0.21000000000000002,7.297046090943045015819734544493258,15.203634033532839708868777961470187,5.0580296530709549784887713030911982
0.22,8.124563564187274877781419490929693,16.770387203253896757360053015872836,6.1414694318526823479942322592251003
0.23,9.0262333187486412100497545907273889,18.411652631497986476460937410593033,7.4687982788703379810613114386796951
0.24000000000000002,10.000658879453215632793217082507908,20.095632194366078948633003165014088,9.0805544638568846949056023731827736
0.25,11.042844240025125657211901852861047,21.775417183736681892014530603773892,11.016773388021951163295852893497795
0.26,12.142955545359710001207531604450196,23.386128540585342960866910289041698,13.312535867246236165328809875063598
0.27,13.284970915571784999542614968959242,24.843095827323772084582742536440492,15.991501320155091292463112040422857
