t,y0,y1
6.1000000000000005,0.98326843844257527660346340780961327,0.1821625042721453924254859657594352
6.2,0.99654209702321316921569405167247169,0.083089402817547938773223847874760395
6.3,0.99985863638341598846892566143651493,-0.016813900484297528842292379636091937
6.4,0.99318491875819880920772675381158479,-0.11654920485044044375921856726563419
6.5,0.97658762572803503587692830478772521,-0.21511998808776275349252671276190085
6.6000000000000005,0.95023259195854647973789042225689627,-0.3115413635133260084053574701101752
6.7,0.9143831482353419470854305473039858,-0.40484992061654723194408234121510759
6.8,0.86939749034985303044464899357990362,-0.49411335113855914258351731405127794
6.9,0.81572510012539023449562591849826276,-0.5784397643881530326481765769131016
7.0,0.7539022543433427925307910300034564,-0.65698659871874520721490853247814812
7.1000000000000005,0.68454666644284933862962816419894807,-0.72896904012583574328232316474895924
7.2,0.60835131453230217868366480615804903,-0.79366786384911658380758581188274547
7.3,0.52607751738115682282881380160688423,-0.85043662062853253580385626264614984
7.4,0.43854732757444592206041988902143203,-0.89870809581159971646258100008708425
7.5,0.34663531783508427785989169933600351,-0.93799997677471724788489382262923755
7.6000000000000005,0.25125984258231653933890470398182515,-0.96791967203147044607192128751194105
7.7,0.15337386203792777172871808488707757,-0.98816823387699048719667871409910731
7.8,0.053955420562714316579100426451987005,-0.99854334537460143206288876172038727
7.9,-0.046002125639470994866719877336436184,-0.9989413418397750099586573924170807
8.0,-0.14550003380854772960795173730730312,-0.98935824662339144630607279395917431
8.1,-0.24354415373572615988173595269472571,-0.9698898108451026178755682849441655
8.2,-0.33915486098377106705115124896110501,-0.94073055667979599281380842512589879
8.3,-0.4313768449705578933439653610548703,-0.90217183375632337138938510179286823
8.4,-0.51928865411662561424321893355227076,-0.85459890808831684427815389426541515
8.5,-0.60201190268476711953127278320607729,-0.79848711262353277984260557786910795
8.6,-0.67872004731996016246853287157136947,-0.73439709787416163067064189817756414
8.700000000000001,-0.74864664559735116799998877468169667,-0.66296923008223684892215032959938981
8.8,-0.81109301406161271597028417090768926,-0.58491719289182153573847244842909276
8.9,-0.86543520924107497638289032693137415,-0.5010208564579490264634387131081894
9.0,-0.91113026188464607546535489746020176,-0.41211848524182470576704417908331379
9.1,-0.94772160213108780357771365743246861,-0.31909836234942345889464831998338923
9.200000000000001,-0.97484362140414659858578261264483444,-0.22288991410032149564912629102764186
9.3,-0.99222532545259367608991851739119738,-0.1244544235071391030666987376207544
9.4,-0.9996930420352044821541426244948525,-0.024775425453436233230730678656072996
9.5,-0.99717215619638432944071837482624687,0.075151120461730558375279542815405875
9.6,-0.98468785579414075392890026705572382,0.1743267812229014057656684144603787
9.700000000000001,-0.96236487983133189860751599553623237,0.2717606264108655134137393361015711
9.8,-0.93042627210478334731647009903099388,0.36647912925185194277233335924393032
9.9,-0.88919115262539860644608324946602806,0.45753589377524783721185031026834622
10.0,-0.83907152907649762418884620274184272,0.54402111088930005244890253379708156
10.1,-0.78056818016923601444290170547901653,0.62507064889281682695809649885632098
10.200000000000001,-0.71426565202725900149971494101919234,0.69987468759348225866290249541634694
10.3,-0.64082641759505953871212113881483674,0.76768580976352707168075539811979979
10.4,-0.56098425742730062548702107960707508,0.82782646908560486576078574216808192
10.5,-0.47553692799606928076627809787169099,0.87969575997162852143418376726913266
10.6,-0.3853381907719106158616284574236488,0.9227754216127727060481333865027409
10.700000000000001,-0.29128928172142992680804240990255494,0.95663501627016211958931535264127888
10.8,-0.19432990645542355667707568045443622,0.98093623006647390205614556180080399
10.9,-0.095428851001041190005302894405758707,0.99543625330636864578792710744892247
11.0,0.0044256979879593490168065983425549348,0.99999020655070380847462274687131867
11.1,0.10423602686560545782512576806766447,0.9945525882039987219940258000860922
11.200000000000001,0.20300486381865992524531350227334769,0.97917772915133605149407003409578465
11.3,0.2997453432769245917910438947728835,0.95401924990211728339062347004073672
11.4,0.39349086634780344740036639450408984,0.91932852566471301436479279800551012
11.5,0.48330475875292217002865413633116987,0.87545217468847469355353041464695707
11.6,0.56828962976789454408788060391088948,0.82282859496876337157544867295655422
11.700000000000001,0.64759633865380228368024972951388918,0.76198358391909570830335951541201212
11.8,0.7204324789907701198643508178065531,0.69352508477719343460421441704966128
11.9,0.78607029614097789771420821125502698,0.61813711223711131914626548677915707
12.0,0.84385395873243851383449509739875793,0.53657291800051909458346699466346763
12.1,0.89320611150927742283300858616712503,0.44964746453469095488486573231057264
12.200000000000001,0.93363364407460114335890466463752091,0.35822928223692268590028220387466718
12.3,0.96473261788658259963114005586248823,0.26323179136590024729258630031836219
12.4,0.98619230227884646655667211234685965,0.16560417544841138370870226026454475
12.5,0.99779827917857366603726632092730142,0.066321897351304365253454875528404955
12.6,0.99943458550100816584205176695832051,-0.033623047221032369147319940339002642
12.700000000000001,0.99108487181426718759524874258204363,-0.13323204141983827075712554233177798
12.8,0.97283256569746001662934986597974785,-0.23150982510143472414831933292589383
12.9,0.94486003815989583198842183264787309,-0.32747443913759138878205590117431711
13.0,0.90744678145024149085173803541692905,-0.42016703682654282792086064546310809
13.1,0.86096661646236161136158671070006676,-0.50866146437228021426335544674657285
13.200000000000001,0.80588395764051523606497084983857349,-0.59207351470713509566934362737811171
13.3,0.74274917270374396505161485038115643,-0.66956976219651964665757759576081298
13.4,0.67219308355355078532511470257304609,-0.74037588995237346711775217045214958
13.5,0.59492066330998216727721228380687535,-0.80378442655155413198997393919853494
13.6,0.51170399245324582615523922868305817,-0.85916181485643805526564165120362304
13.700000000000001,0.42337454445076794229407823877409101,-0.90595474230841388507684541764319874
13.8,0.33081487794915587219435337829054333,-0.94369566944406657604815791273722425
13.9,0.23494981853993571196959067037823843,-0.97200750139494862533950936267501675
14.0,0.13673721820794887404915129991422873,-0.99060735569485425244806720002088696
14.1,0.037158384790943174702526619057607604,-0.99930938874791319648238641093485057
14.200000000000001,-0.062791722923964662927964752725529252,-0.99802665271636903376872851367807016
14.3,-0.16211443649960025070733138363721082,-0.98677196427463265138158021727576852
14.4,-0.25981735621363988286702806362882257,-0.96565777654930862183846329571679235
14.5,-0.35492426678859223532214173246757127,-0.93489505552472573768341135291848332
14.6,-0.44648489141215730313660969841293991,-0.89479117214055814422124512930167839
14.700000000000001,-0.53358438658901485851515644753817469,-0.84574683114299897823684659670107067
14.8,-0.61535248295462319223503300236188807,-0.78825206737539232904055097606033087
14.9,-0.69097218071903598879401897647767328,-0.72288134951206184375394059316022322
15.0,-0.75968791285874015528634117799811065,-0.65028784015721152744760047426098026
15.1,-0.82081309449259665100839811202604324,-0.57119686966009131090515893447445706
15.200000000000001,-0.87373698301101898611165097463526763,-0.48639868885390941111168672250641976
15.3,-0.91793078041424247537349856429500505,-0.39674057313072941255427394935395569
15.4,-0.95295291688714134359372565086232498,-0.30311835674582454647207896414329298
15.5,-0.97845346281885747785622697847429663,-0.206467481937922636703319767548237
15.6,-0.99417762518380115022154086545924656,-0.10775365229957262203086543195240665
15.700000000000001,-0.99996829334933867716728173036244698,-0.0079631837860671336737361514224176062
15.8,-0.99576760887330051374988215684425086,0.091906850227550143661581216747435974
15.9,-0.9816175436064095150001662659633439,0.19085858137405928292018586489575682
16.0,-0.95765948032342285145546156854834408,0.28790331666493790274685693475476
16.1,-0.92413280007318110431668856108444743,0.38207141718388409890039270067063626
16.2,-0.88137249036229781129492266700253822,0.47242198639834803719494971119274851
16.3,-0.82980579807072496478781431505922228,0.55805227128666623492847520537907258
16.4,-0.7699479605421577499413388068205677,0.6381066823478435123817575913562905
16.5,-0.70239705750281111740207506954902783,0.71178534236902668563828910919255577
16.6,-0.62782803524649444248950658220564947,0.77835207853421084500666893291054294
16.7,-0.54698596279435118816536487429402769,0.83714177801967115666315066846436821
16.8,-0.46067858741148703938250719147617929,0.88756703358143973492389022794668563
16.9,-0.36976826386330230445054212395916693,0.92912401273431688419890406294143759
17.0,-0.27516333805173276427780137964873575,0.96139749187951784037409197480883449
17.1,-0.17780907112325688990139838097093161,0.98406500508161776075155557919060811
17.2,-0.078678194731981968002010319196415367,0.9969000660415847647755072102881968
17.3,0.021238808173501527026827417898857675,0.99977443107301411373555311001837254
17.400000000000002,0.12094359992833196570938270042461227,0.99265938047065038762895028412458487
17.5,0.21943996321131736815246426886005793,0.97562600546818933899828607536619529
17.6,0.31574375491910311453125359548721462,0.94884449791817049302267150778789073
17.7,0.40889273939874615226841569892712869,0.91258244979124425455552227504085749
17.8,0.49795620278828645055568813404534012,0.86720217948565525567516942828660831
17.900000000000002,0.58204425240200252655853319083689712,0.8131571116615741168232034397078678
18.0,0.66031670824396770935749145792215131,0.7509872467717748634186136769130826
18.1,0.7319914978088430945746267752838321,0.68131376555561107277725341191398911
18.2,0.79635247029183198197443971366737969,0.60483282240640390270414172846358269
18.3,0.85275655213079326610881025771959685,0.52230858962686177449086244450882077
18.400000000000002,0.9006401723847025087010820243449416,0.43456562207203314196490850918053184
18.5,0.93952489374820313816627503911149688,0.34248061846975696997930072029703297
18.6,0.96902219293901115104716836867737584,0.24697366173677207101810893163928995
18.7,0.98883734269412271178367745960713364,0.14899902581435178761104509703727672
18.8,0.99877235658720231459284377706353553,0.049535640878524203611910081690439256
18.900000000000002,0.99872796724350931807379083693376742,-0.050422687806655729081395378443630761
19.0,0.98870461818669275189108702761586756,-0.14987720966279616252592177261249162
19.1,0.96880245940724973863211744173895568,-0.24783420798280458852147489778872114
19.2,0.93922034669692522346196028593112715,-0.34331492881974612352280473714927211
19.3,0.90025385474737451563242984775570221,-0.43536536037274808919050883559975773
19.400000000000002,0.85229232386554787392896059827762656,-0.52306576515756009193580666760681197
19.5,0.79581496981404209467569899061345495,-0.60553986971947193485021898595732637
19.6,0.73138609564560863596227591187926009,-0.68196362006801525268429031712003052
19.7,0.65964945337358438237629343348089606,-0.75157341535204069682407634900300764
19.8,0.58132181181457009966351279217633419,-0.81367373750700922041545481988578103
19.900000000000002,0.49718579487134750838350782942143269,-0.86764410064158570268233461320050992
20.0,0.40808206181354372832359445055772085,-0.91294525072755972061600004963111132
