t,y0,y1
0.0,1,0
0.1,0.99500416527802582056239089070004411,-0.099833416646827322082913269696291536
0.2,0.98006657784124195931241274593048729,-0.19866933079505957882027189498330699
0.3,0.95533648912560675814376054404419847,-0.29552020666133721471524609114567284
0.4,0.92106099400288632406130773233599029,-0.38941834230864741384081639807845932
0.5,0.87758256189037475714087577216560021,-0.47942553860419934164127653275500052
0.6,0.82533561490968110341270858043571934,-0.56464247339503126354998130409512669
0.7000000000000001,0.76484218728449215873865796311292797,-0.6442176872376865759406427969224751
0.8,0.69670670934717016109516407595947385,-0.71735609089951812844532241797423922
0.9,0.62160996827067027670210563883301802,-0.78332690962747875129679187011788599
1.0,0.54030230586814675941553787197335623,-0.84147098480789206398355872806860134
1.1,0.45359612142558553005144972303241957,-0.89120736006143119745104286266723648
1.2,0.36235775447668289173108746581419837,-0.9320390859672227357179963291855529
1.3,0.26749882862459783972042259847512469,-0.96355818541719007175316846769419499
1.4000000000000001,0.16996714290025241589354720872506732,-0.98544972998845814515789243159815669
1.5,0.070737201667715340902553577961953124,-0.9974949866040535573219472098571714
1.6,-0.029199522301275430274936084629189281,-0.99957360304150555396773825123091228
1.7,-0.12884449429551067534127639646612806,-0.99166481045247045766899418595130555
1.8,-0.22720209469307248162373014110926306,-0.97384763087819858906613035287591629
1.9000000000000001,-0.32328956686348847560097397035860922,-0.94630008768741957769776718123466708
2.0,-0.41614683654712725235924608568893746,-0.909297426825688592799679099698551
2.1,-0.50484610459984236019437275899690576,-0.86320936664888259226557920555933379
2.2,-0.58850111725533094109152898454340175,-0.80849640381960097279545607307227328
2.3000000000000003,-0.66627602127980989354938401447725482,-0.74570521217673291225480625143973157
2.4,-0.73739371554123200880326294281985611,-0.67546318055116560952200188694405369
2.5,-0.80114361554692126166088428362854756,-0.59847214410397309158895495784236118
2.6,-0.85688875336893610690225386861129664,-0.51550137182148270120762845181161538
2.7,-0.90407214201705154987820378664764576,-0.42737988023385020674993484135484323
2.8000000000000003,-0.94222234066865029333825987123418599,-0.33498815015592686705758751486428082
2.9,-0.97095816514958477316810103729949333,-0.23924932921400574037384956227469957
3.0,-0.9899924966004418624976324281306006,-0.1411200080598919159857729255236336
3.1,-0.99913515027327837181303493707673624,-0.041580662433316324666510155338983168
3.2,-0.9982947757947545630585750586760696,0.058374143427553350227388051507659839
3.3000000000000003,-0.98747976990886920933832016089581884,0.15774569414322128779737397508142749
3.4,-0.9667981925794681963282073411392048,0.25554110202680396790597683320811484
3.5,-0.9364566872908065553460232877114322,0.35078322768959258048937499552266672
3.6,-0.89675841633416020215463504428043962,0.44252044329482553841614844714058563
3.7,-0.84810003171042447345229220445617102,0.5298361409084670903268943220609799
3.8000000000000003,-0.79096771191443604465121097746305168,0.61185789094269404930770406281226315
3.9,-0.72593230420016241488667674275347963,0.68776615918395023197007276394288056
4.0,-0.65364362086363703152613879865384661,0.75680249530790644207911554985912517
4.1,-0.57482394653329682565612301914370619,0.81827711106439093846631749329390004
4.2,-0.49026082134073001306262540310854092,0.87157577241357087061146557971369475
4.3,-0.40079917208000803707790282714995556,0.91616593674944057923426043998915702
4.4,-0.30733286997845449262101169551897328,0.95160207388950468487820444352109917
4.5,-0.21079579943081627746437334280926734,0.97753011766508912661066688087885268
4.6000000000000005,-0.11215252693509250581094249810121255,0.9936910036334601903362795383145567
4.7,-0.012388663462929803277257079230366799,0.9999232575641003872846113154082559
4.8,0.087498983439406818884975791661418043,0.99616460883584412311364530978607945
4.9,0.18651236942253537898217530255351448,0.98245261262434002702548241359181702
5.0,0.28366218546318638926706512393138837,0.95892427466315022233089848668896593
5.1000000000000005,0.37797774271294132253373732055479195,0.92581468232774832838316569905146025
5.2,0.46851667130033874952843575556471478,0.8834546557201734540143434060155414
5.3,0.55437433617912423855500492209102958,0.83226744222392556871170654630986974
5.4,0.63469287594259959917053492972627282,0.77276448755601578888274616474518552
5.5,0.70866977429122768317171221497119404,0.70554032557042423157156463275896385
5.6000000000000005,0.77556587851022040780435418128035963,0.63126663787235737235192800653749146
5.7,0.83471278483913358137158411409473047,0.55068554259767732439456722204340622
5.8,0.88551951694129660275223159260349348,0.4646021794137998872642469905258622
5.9,0.92747843074401736807033103104913607,0.37387666483028181296788261533947662
6.0,0.96017028665035208945255362777970731,0.27941549819897376627508833735191729
