rho,z_maxima
18.2,17.20000118755475
18.2,17.200001150899624
18.2,17.200001115173784
18.2,17.20000108037682
18.2,17.20000104649931
18.2,17.200001013523686
18.2,17.2000009814278
18.2,17.200000950186322
18.2,17.200000919772695
18.2,17.200000890160148
18.2,17.20000086132277
18.2,17.200000833235976
18.2,17.200000805876957
18.2,17.20000077922479
18.2,17.200000753260486
18.2,17.200000727966845
18.2,17.200000703328342
18.2,17.200000679330888
18.2,17.200000655961638
18.2,17.200000633208795
18.2,17.200000611061405
18.2,17.200000589509166
18.2,17.20000056854232
18.2,17.20000054815146
18.2,17.20000052618723
18.2,17.20000051206285
18.3,17.300001457813938
18.3,17.30000141840431
18.3,17.30000138060603
18.3,17.3000013444906
18.3,17.300001309927868
18.3,17.300001276266713
18.3,17.30000124299819
18.3,17.300001210267947
18.3,17.300001178169108
18.3,17.3000011467661
18.3,17.30000111609357
18.3,17.300001086165913
18.3,17.30000105698017
18.3,17.300001028521468
18.3,17.300001000766198
18.3,17.300000973685687
18.3,17.300000947248815
18.3,17.300000921424342
18.3,17.300000896182564
18.3,17.3000008714964
18.3,17.30000084734207
18.3,17.300000823699236
18.3,17.300000800550954
18.3,17.300000777883433
18.3,17.30000075568568
18.3,17.30000073394915
18.3,17.30000070887209
18.400000000000002,17.400001786491337
18.400000000000002,17.400001749457548
18.400000000000002,17.400001711455293
18.400000000000002,17.40000167316406
18.400000000000002,17.400001634964873
18.400000000000002,17.40000159721086
18.400000000000002,17.400001560171543
18.400000000000002,17.400001524046374
18.400000000000002,17.400001488971945
18.400000000000002,17.400001455025148
18.400000000000002,17.400001422223845
18.400000000000002,17.400001390527937
18.400000000000002,17.40000135984577
18.400000000000002,17.40000133005155
18.400000000000002,17.400001301014115
18.400000000000002,17.400001272627872
18.400000000000002,17.40000124483132
18.400000000000002,17.400001217606263
18.400000000000002,17.400001190963838
18.400000000000002,17.400001164928543
18.400000000000002,17.40000113508916
18.400000000000002,17.40000111888715
18.400000000000002,17.400001092417682
18.400000000000002,17.400001066831425
18.400000000000002,17.400001047387203
18.400000000000002,17.400001015514253
18.400000000000002,17.40000100295416
18.5,17.500001964895404
18.5,17.500001928302037
18.5,17.500001900372915
18.5,17.500001908390733
18.5,17.500001983482843
18.5,17.500001988734166
18.5,17.500001960069362
18.5,17.500001926627657
18.5,17.500001896150287
18.5,17.500001869085224
18.5,17.500001845444565
18.5,17.5000017418812
18.5,17.500001782477607
18.5,17.500001686775416
18.5,17.50000164415782
18.5,17.50000161886714
18.5,17.500001590118607
18.5,17.500001564644172
18.5,17.500001538336747
18.5,17.500001511290225
18.5,17.500001483856398
18.5,17.50000145648444
18.5,17.50000142946261
18.5,17.50000140301557
18.5,17.50000137729583
18.5,17.500001352396822
18.5,17.500001328353953
18.6,17.60000217107839
18.6,17.600002173713502
18.6,17.600002139730126
18.6,17.60000208685202
18.6,17.60000204314144
18.6,17.600002009074593
18.6,17.600002012507755
18.6,17.600002082265952
18.6,17.600002124548766
18.6,17.600002159649936
18.6,17.600002187136937
18.6,17.6000022158371
18.6,17.600002144374972
18.6,17.60000209063623
18.6,17.60000205420584
18.6,17.600002020483924
18.6,17.600001986444017
18.6,17.600001952056708
18.6,17.600001917992962
18.6,17.60000188515112
18.6,17.60000185461814
18.6,17.600001827764753
18.6,17.600001806334905
18.6,17.600001792132478
18.6,17.60000179707234
18.6,17.600001831763368
18.6,17.600001792695636
18.6,17.600001752726605
18.7,17.700002125363667
18.7,17.700002083653793
18.7,17.700002048487654
18.7,17.700002020732978
18.7,17.700002029568797
18.7,17.70000210389496
18.7,17.70000215315542
18.7,17.70000211567325
18.7,17.700002082315184
18.7,17.700002052632815
18.7,17.700002027273435
18.7,17.700002102786367
18.7,17.70000214657081
18.7,17.700002114536392
18.7,17.7000020770064
18.7,17.70000204326378
18.7,17.700002014127293
18.7,17.700001991936876
18.7,17.700002005714612
18.7,17.700002085809146
18.7,17.700002137015474
18.7,17.700002182505592
18.7,17.700002218655367
18.7,17.700002250412716
18.7,17.700002196607215
18.7,17.700002210365678
18.7,17.700002161746678
18.8,17.800002137278078
18.8,17.80000210126241
18.8,17.800002072175083
18.8,17.800002080057464
18.8,17.800002151195955
18.8,17.800002199782593
18.8,17.80000224247409
18.8,17.800002193359923
18.8,17.80000215246222
18.8,17.800002118200354
18.8,17.80000208977247
18.8,17.800002068204137
18.8,17.800002143844253
18.8,17.80000218248082
18.8,17.800002153084055
18.8,17.800002117120286
18.8,17.80000208518733
18.8,17.80000205725306
18.8,17.80000203445887
18.8,17.800002047976584
18.8,17.800002126742886
18.8,17.80000218034287
18.8,17.800002227721745
18.8,17.80000218152527
18.8,17.80000214301204
18.8,17.80000211133743
18.8,17.800002177072468
18.900000000000002,17.900002088157343
18.900000000000002,17.900002101472076
18.900000000000002,17.90000217672099
18.900000000000002,17.90000222854568
18.900000000000002,17.900002275353177
18.900000000000002,17.9000022286874
18.900000000000002,17.90000218979405
18.900000000000002,17.90000215723731
18.900000000000002,17.9000021298402
18.900000000000002,17.900002107216903
18.900000000000002,17.900002182684386
